微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
It09Ftw9J,梢离不懒,女,其他,193,110,梢离不懒:我都不敢相信推送#武汉肺炎# 明明前几天他还发博说自己尘埃落定确诊怎么会这样啊从30开始就不出门一直呆在家里接着武汉封城政府应对疫情，陕西排查疑似病例接着确诊病例，我以为呆在家里等下一个潜伏期到了慢慢就能控制住，正月十五我们就可以去三国小镇放河灯，吃火锅，我太想吃好丽友了我要去大森啊，怎么会越来越严重，各地都先后多次派遣医护人员，医疗物资，生活物资去武汉，可是我的微博首页每天都有大量武汉确诊病例得不到的救治，试剂盒不够，床位不够，他们不得不居家隔离，防护不当又进一步感染家人，全家感染确诊，又进入下一个死循环，没床位等死，可怕的是这样的人是排除在每天发布的确诊人数之外的，我不敢相信在武汉在湖北还有多少这样的等不到床位等不到试剂盒的人，他们看不到希望有的甚至不会用社交软件不懂得求助渠道买不到口罩，本有的口罩防护物资也分发不到他们手中，疫情的拐点迟迟不到，每天确诊人数都在上涨📈 二月底之前个高校不能开学，看不到一点希望真的太难受了太难受了我已经克制自己每天关注微博的时间了，可是武汉快点好起来啊一定要好起来啊 原图 ,无,2020-02-07 00:02,Android,3,0,2,无
It09CvKbB,笨猫4026,女,海外,215,125,笨猫4026:一场疫情告诉我们人类何之渺小也照出人性的各种丑态本该可以扼杀在摇篮里的瘟疫因为人的狂妄自大而蔓延这段时间一直活的像是在虚拟世界里 所有的人禁足在房间 周遭的一切都可能有病毒的出没这种恐惧不是切实能见的是我们触及不到看不见的微小存在它可以借着任何一个人去到世界各地可是这一切越来越糟糕的时候我们才发现它早就给人类提示过了它的存在和危险没有多少人把它当会事儿 ,无,2020-02-07 00:02,iPhone客户端,3,0,0,无
It09zz0AT,精神小秃,女,广东,275,435,精神小秃:工作的时候，同事问：“现在不是2020吗？怎么我的日历是2021年，这么奇怪的。”我过去看了看，把日历翻到第二页。“你把日历翻到最后一页了。”2020刚开始就给我们来了个措手不及很多年前立下的flag和计划很久的事物都被按下了暂停键总有人在问“疫情什么时候过去”谁都没有准确的答案，只希望越快越好到时候一切都会回到轨道上如果不好的事情也能像翻日历一样把2020翻过去，直接跳到2021重新立下新的flag 重新开始新的一年就好了 原图 ,无,2020-02-07 00:02,荣耀9 美得有声有色,2,0,1,无
It09y4gX9,一朵胖红花yu,女,其他,33,2,一朵胖红花yu:#撒野[超话]#不要撒泼好吗？书是书，剧是剧。撒野挤在了疫情一线消息里面，你不觉得这是在给热度吗？   去底下骂的，你不觉得毁了原著的形象吗？   如果热爱原著，那么他在你心目中的形象会因为一部影视而改变吗？    只要你足够热爱它，它仍然是白月光的存在。 如果你真的想传播《撒野》的形象，那么你要做的是足够热爱它，你能真正有底气的说出我的白月光跟那部剧完完全全不一样。 http://t.cn/R2WxmNp 显示地图 ,http://t.cn/R2WxmNp,2020-02-07 00:02,撒野超话,2,0,4,无
It09l4ipb,阳光过后的下雨天,女,其他,97,72,阳光过后的下雨天:我想吃烤鸭可能就算不怀孕也想吃吧！我想吃烤鸭！我想吃烩面！我想喝胡辣汤！我想吃好吃的，想吃西瓜，可怜我孩，在我肚里好几个月了，也没吃啥好吃的，吃素吃的马上比没过年还瘦呢！我想回家，不想被封印这了，这可恨的疫情，可恶的吃野味的狗东西，缺德的隐藏不报还有那些到处乱窜的人，你们真觉得没有现世报吗？一群王八蛋，就因为你们这些狗东西，害死了多少人，害了多少家庭，放心，就算最后你们活下来，法律也会制裁你们的 http://t.cn/R2WxQXN 显示地图 ,无,2020-02-07 00:01,iPhone客户端,1,0,0,无
It09ksd4F,凝眸只因你,女,广西,823,252,凝眸只因你:2020年，比预想中要难很多。有人生病，有人失恋，有人失业，生活好像一下子变的沉重了很多，阳光也总是时有时无，黑夜也变的漫长而难熬。你看，那些曾风光无限的连锁餐饮店，现金流也扛不过几个月，你看，电影贺岁档票房收益几乎清零，你看，大街小巷实体店都关着门，没有人可以在这一场疫情里毫发无损。不要觉得“钱够花就行”，那是因为你的钱不扛事，既撑不起你的一个大梦想，也填补不上一场大病的黑洞。也别看不上小钱，攒着攒着就多了。我们都应该为未来想一想，因为这是一群可爱的人从死神手里一点一点抢回来的生活，我们不能辜负啊！每个人都把自己手头的那一点小事儿做好，不管此刻有多黑暗，有多么让人无力，有一个人划了一根火柴，有一个人点了一盏孔明灯，有一个人燃起一堆篝火，有一个人唱起了歌，我们就有希望，星星帮不上的忙，萤火虫会硬扛，我们明知道移不动生活哐当一下子压在我们身上的大山，但是，我们就是想试一试。好好活着，你我都是被这个时代需要的人，有人冲锋陷阵，有人守家护院。世界是一个巨大的机器，每一个人都是一个小零件，你转动起来就会带动父母孩子朋友同事，大家相互转动起来，生活就美好起来，有一个零件闲下来，就会影响其他零件的功率，不要在关键时刻掉链子。不能松懈啊，因为战疫还在继续，因为生活还要继续啊！你当然可以给自己放一个长长的假期，躲在自己的小屋里，不知道这个城市日行千里，但是，可以预见的是，不久以后，疫情结束，你在这几个月偷的懒，享受的美好时光，最后都成为某个深夜几声叹息和懊悔，倘若当时想想出路，倘若把工作态度端正，你应该不是裁员名单上的一个名字。大家都在辛苦的想办法，此时，虽然叫假期，但不是享乐的时刻，你应该在板上钉钉以前，再抡起一次锤子。你应该清楚，时间没有暂停过，生活也没暂停过，当有一天打开门，大家可以开开心心的走在街上，你会发现，人跟人的距离会飞快的拉开。没有人能藏得住冬天长的肉，就像，没有人能掩盖偷偷补了课。新冠肺炎，很快就会滚蛋，而，每个热爱生活的你，还要，继续，你该享受的假期，早就结束了。《新华字典》里有一个例句，多美啊！“张华考上了北京大学；李萍进了中等技术学校；我在百货公司当售货员：我们都有光明的前途”。做好自己份内的事情，然后世界飞速运转。 ,无,2020-02-07 00:01,HUAWEI Mate 20 Pro,0,0,0,无
It09kaAJn,心怡原创诗表演群,男,其他,240,48,心怡原创诗表演群:#安顺[超话]#武汉加油     加油，我们一起加油有多少心酸，和我们擦肩而过。有多少泪水，我们自己去抗。有多少死亡，我们从不畏惧。一切正在继续，我们不怕苦，不怕累，因为我们是党员先锋队。党的召唤，我们上。不顾生死，苦和累，战斗一线，服务全人类。中国加油，世界赞。党和人民心连心。一切服务老百姓。自己伤痛不说累，全靠家人思想正。服务人民党先锋，不惧生死党先冲。吃苦在前无名宝，美好生活齐共想。乱制谣言必定惩，美好生活党事业。人人都是贡献者，美好生活制业创。没有技术自人创，谁都不是印钞机。不要介机生是非，全国人民都开心。无数英雄无名宝，一切为啦党事业。鲜血成河旗飘扬，换来今天好生活。志愿者   心怡抗击疫情阻击战：心体会 ,无,2020-02-07 00:01,安顺超话,1,0,0,无
It09eimtL,凡妮與爺們的在蘇州的日子,女,江苏,119,7,"凡妮與爺們的在蘇州的日子:希望大家都能在这场战疫中，平安存活与其痛恨吃野味的人，应该去思考如何不要再犯相通的错误！是什么让疫情造成无法挽回的痛？1. 野生动物之食用、买卖交易造成及衍生的環境衛生與健康问题。2. 未来若有类似疫情，医院/政府应如何第一时间反应防疫。3. 环境卫生管理，不管是个人居家、店舖、公共运输、机场,如何做好日常消毒工作。4. 日常防疫人人有责，透过各种媒体，定時普及预防医疗的概念，尤其是每年10~4月傳染病之流行時期。5. 维持勤洗手、密室戴口罩、随身酒精瓶消毒透过这次疫情，还有各种问题待我们去检视反省改善，最后，希望有更多人能在这场战疫中，平安存活#武汉出生30小时新生儿确诊##可能存在母婴垂直感染# http://t.cn/A6Pn90bG ",无,2020-02-07 00:01,OnePlus 6T,0,0,0,无
It09bibkp,zyuinG,女,海外,170,90,zyuinG:#2020/02/06疫情爆发的这些日子里，几乎每天一醒来就打开微博，关注疫情的最新情况。同时还看见很多令人心疼的视频:女孩追着殡仪车喊已抢救无效的妈妈、医护人员隔着玻璃拥抱、民警坚守疫情一线十天没回家，与儿子通话留下热泪、护士们为方便医护工作剪去秀发、拾荒爷爷拿着自己辛苦存来的一万元捐助武汉，还有那个疫情早期发病的孕妇……多少无辜的人在这场无硝烟的战场中失去生命，有的人可能放个寒假，就没了爸爸妈妈，没了家里人，没有挚友……这是很难过很难过的事吧💔 如果没有人吃野味，如果没有人瞒报疫情，如果没有人……或许这就是大自然对人类的惩罚，人与人之间温情的考验，尽管世界好像被笼罩在一片阴影里，背后呈现的是各种社会疮口：谣言、特权、打压、忽视、欺骗、隐瞒......仍然要相信风雨过后必有灿烂的阳光，好好爱生活，好好珍惜身边的人。 [组图共3张] 原图 ,无,2020-02-07 00:01,前置双摄vivo X9,1,0,1,无
It0955Tb5,博哩个伟,男,广东,300,224,博哩个伟:关于这次疫情，我还想再说一下，不管我们遇到多大的困难，我们还是要相信我们的祖国，我们的政府，我们的医生，我们要有足够的信心，因为全世界的人都在看着我们，对我们落井下石的小人都在看着我们，我们败不起，也不可能会失败，战胜疫情，那是肯定的，我们还是要不信谣，不传谣，不囤积物品，不哄抬物价，平复好自己的心态，保持良好的心态，每天按部就班，多想积极的事情，通过正确的渠道了解正确的信息，所有的负能量对我们没有一丁点好处，也解决不了任何实际性的问题，希望大家一定要稳住稳住稳住 http://t.cn/RyhQqzI 显示地图 ,http://t.cn/RyhQqzI,2020-02-07 00:01,HUAWEI P10 Plus,0,0,0,无
It092tyKW,曼岛晚安,男,河南,296,946,曼岛晚安:又老了一岁，前两天还觉得离生日还有一段时间。这段时间过的太快了。初二下午到现在一刻也没有清闲，现阶段最大的愿望吃个火锅喝个小酒 然后睡到自然醒。2020让我更加懂得珍惜当下，让我知道活着真好。当健康和自由来选择的时候，其他就显得那么多余。所以，珍惜拥有的一切，吃好喝好，不要亏待自己，开心快乐每一天。也希望我们的生活能早日回归正常，疫情抓紧过去。拥有一个健康的身体，是很幸福的一件事。祝我生日快乐🎂 ,无,2020-02-07 00:01,iPhone客户端,2,0,1,无
It092bUlj,一只被自己养成女王,女,辽宁,289,148,一只被自己养成女王:心中的梦怕熄灭前辈们的坚持、勇敢舍小家为大家让我坚定我为仍不能与其并肩战斗而羞愧看着热搜真希望这些只是一场梦明晨梦醒了疫情不在医闹不在没有倒在一线的白衣战士没有日益增多的数字各位老师，同学在自己的岗位上加着班每个人都正常生活即使不能按时下班也无妨既然选择这份职业我们就做好了准备如果可以重启2020平安就好 http://t.cn/RVASHnj 显示地图 ,无,2020-02-07 00:01,nova 5i Pro,3,0,0,无
It092atsZ,谪仙一般的人儿,女,其他,237,30,谪仙一般的人儿:疫情面前，众志成城#赵磊 逆流声援一线##赵磊团子益起来# 原图 ,无,2020-02-07 00:01,荣耀V9 play 颜值之选,0,0,3,无
It091imjM,愿得一学霸救我数理化,女,辽宁,230,200,愿得一学霸救我数理化:我家连肉都没了？已经到了为了把肉留到元宵节吃，好几天没看到肉沫的程度了？听说菜价也很贵？我家小区还被封了？要封14天？我现在仅剩的几根雪糕都是用舔的吃？我的零食仅剩三包薯片？瓜子现在都要省着点嗑了？这日子真的还能过吗真的求求疫情赶紧结束吧这样的日子真的好糟糕 ,无,2020-02-07 00:01,iPhone客户端,2,0,0,无
It0904Dzk,九卦VB,女,黑龙江,72,341617,九卦VB:5000万元物资，驰援武汉。携手共渡难关！武汉加油！辛选抗疫专项基金在行动……      这是一场没有硝烟的攻坚战，辛选人真切希望武汉、希望祖国能早日战胜此次疫情。我们同舟共济，陪伴武汉同胞努力抗战;我们同心协力，紧急支援抗击新冠肺炎疫情;我们众志成城，便一定能够战胜!武汉加油!#倾尽所有，辛有志捐1.5亿##抗击新型肺炎辛选在行动# 原图 ,无,2020-02-07 00:01,无,108,0,6,无
It0904Gjz,行走的哒哒mia,女,北京,373,197,行走的哒哒mia:一直都晓得这次疫情的严重性   但是因为启东是个偏远的十八线小城市，在疫情日益严重全国戒严的时候我身边的小镇也只是关掉了聚众的场所，直到最近两天连所有的路都封掉了，我甚至连外婆家都去不了，离开这个小镇的路也只剩下了唯一的一条。在那之前，我基本不出门，我爸妈出门只要带着口罩也都很放心，所谓的恐慌并没有蔓延在我身边，我每天只是刷着微博看着日益增长的触目惊心的数据暗暗感叹。  我爸昨天又一次跟我感慨人类在灾难面前过于渺小，科技的发展并不能减弱天灾带来的重创，在我们看不到的地方，是根本无法想象的死亡。确实，我有两天是很排斥刷微博的，我打开微博看一两个博主就直接关掉，企图通过这种方式活在自我封闭的世界里，可是这两天的微博让我难过。  那些疑似病例确诊病例所要经历的我通通无法想象，一个家族为此要背负的痛苦我也体会不到，看着相关的微博新闻只觉得痛心，灾难来的太快，几天之间就可以彻彻底底改变原有的一切。那些孕妇老人婴儿以及所有确诊的人，我看到这些微博我从来不敢细看。   我躲在小城市里每天不出门，刷着手机抱着被子，想着自己好闲啊找不到事情做，为自己舌头上一周多的泡而痛苦，虽然同样面临着因疫情带来的不便，可我确确实实只是延长了我的寒假，我应该感到无比庆幸。我当然祝愿所有人都可以平安健康，尤其是我身边的人，我希望大家都可以顺遂如意，等着云开月明的那一刻到来。   本来刚刚睡前看完了电视剧想气呼呼吐槽一下，临睡前刷完微博连发微博的心情也没有了，多少人倒在了我看不到的地方，多少人还在奋战，多少人还在痛苦中彻夜挣扎，想象不到。我能做的大概也只有不给别人添麻烦了吧，以及我真心的祈祷。  🙏🙏🙏  一定一定会好起来的。   ,无,2020-02-07 00:01,前后2000万 OPPO R11,2,0,0,无
